Movie Title,Release Year,IMDb Rating,Movie Link,Stream
The Tudors,2007,8.1,/in/tv-show/the-tudors,Amazon Prime Video
Girls to Buy,2021,5.2,/in/movie/dziewczyny-z-dubaju,"Amazon Prime Video, Google Play Movies, Apple TV"
Fight For My Way,2017,8.1,/in/tv-show/fight-for-my-way,Netflix
TVF Tripling,2016,8.5,/in/tv-show/tvf-tripling,VI movies and tv
The Godfather,1972,9.2,/in/movie/the-godfather,"Amazon Prime Video, Amazon Video, Apple TV"
Sita Ramam,2022,8.6,/in/movie/sita-ramam,"Amazon Prime Video, Amazon Video"
Ramayan,2012,7.3,/in/tv-show/ramayan,Zee5
Hacked,2020,4.3,/in/movie/hacked-2020-0,
A Ranjith Cinema,2023,6.9,/in/movie/a-ranjith-cinema,Netflix
Dunia: Into a New World,2018,,/in/tv-show/dunia-into-a-new-world,Lionsgate Play
Gossip Girl,2007,7.5,/in/tv-show/gossip-girl,Netflix
Sharp Objects,2018,8.1,/in/tv-show/sharp-objects,Jio Cinema
Fresh Off the Boat,2015,7.8,/in/tv-show/fresh-off-the-boat,Hotstar
Tu Jhoothi Main Makkaar,2023,6.0,/in/movie/untitled-luv-ranjan-film,"Netflix, Bookmyshow"
Naagin,2015,3.6,/in/tv-show/naagin,Voot
Srikanto,2022,6.8,/in/tv-show/srikanto,Hoichoi
Gutar Gu,2023,8.3,/in/tv-show/gutar-gu,Amazon miniTV
SIN,2020,5.8,/in/tv-show/sin,aha
Legion,2017,8.2,/in/tv-show/legion,
Dil Hi Toh Hai,2018,7.7,/in/tv-show/dil-hi-toh-hai,Alt Balaji
House of Cards,2013,8.6,/in/tv-show/house-of-cards,Netflix
Super 30,2019,7.9,/in/movie/supr-30,
The Walking Dead: Dead City,2023,7.2,/in/tv-show/the-walking-dead-dead-city,
Baki Hanma,2021,6.9,/in/tv-show/baki-hanma,Netflix
Kung Fu Panda,2008,7.6,/in/movie/kung-fu-panda,"Amazon Video, Apple TV"
TVF Pitchers,2015,9.1,/in/tv-show/tvf-pitchers,VI movies and tv
The Exorcist,2016,7.9,/in/tv-show/the-exorcist,Amazon Prime Video
Sixty Minutes,2024,5.7,/in/movie/sixty-minutes,Netflix
Medically Yourrs,2019,6.8,/in/tv-show/medically-yourrs,Jio Cinema
Fukrey 3,2023,5.6,/in/movie/fukrey-3,"Amazon Prime Video, Amazon Video"
Kohrra,2023,7.5,/in/tv-show/kohrra,Netflix
Eternal Sunshine of the Spotless Mind,2004,8.3,/in/movie/eternal-sunshine-of-the-spotless-mind,
Black Sails,2014,8.2,/in/tv-show/black-sails,Lionsgate Play
Khichdi,2002,8.6,/in/tv-show/khichdi,Hotstar
My Love Story with Yamada-kun at Lv999,2023,7.6,/in/tv-show/my-love-story-with-yamada-kun-at-lv999,Crunchyroll
Ford v Ferrari,2019,8.1,/in/movie/ford-v-ferrari,"Hotstar, Amazon Video, Apple TV"
The Seven Deadly Sins: Four Knights of the Apocalypse,2023,,/in/tv-show/the-seven-deadly-sins-four-knights-of-the-apocalypse,Netflix
Tale of the Nine Tailed,2020,7.9,/in/tv-show/tale-of-the-nine-tailed,Netflix
"The Gangster, the Cop, the Devil",2019,6.9,/in/movie/the-gangster-the-cop-the-devil,
Ginny & Georgia,2021,7.5,/in/tv-show/ginny-and-georgia,Netflix
Heeramandi: The Diamond Bazaar,2024,,/in/tv-show/heeramandi,
The Guilt Trip,2012,5.8,/in/movie/the-guilt-trip,"Netflix, Google Play Movies, Google Play Movies"
Tonari no Seki-kun: The Master of Killing Time,2014,7.2,/in/tv-show/tonari-no-seki-kun-the-master-of-killing-time,
School 2017,2017,7.5,/in/tv-show/school-2017,Netflix
Old Henry,2021,7.3,/in/movie/old-henry,
Crazy Rich Asians,2018,6.9,/in/movie/crazy-rich-asians,"Amazon Prime Video, Google Play Movies, Apple TV"
Mast Mein Rehne Ka,2023,,/in/movie/mast-mein-rehne-ka,Amazon Prime Video
The Good Wife,2009,8.4,/in/tv-show/the-good-wife,Amazon Prime Video
The Bridge,2011,8.6,/in/tv-show/the-bridge,Amazon Prime Video
The Boy and the Heron,2023,7.6,/in/movie/kimitachi-wa-do-ikiru-ka,
The Uncanny Counter,2020,8.0,/in/tv-show/the-uncanny-counter,Netflix
John Wick,2014,7.4,/in/movie/john-wick,"Lionsgate Play, Amazon Video, Google Play Movies"
Limitless,2015,7.6,/in/tv-show/limitless,
Kadak Singh,2023,6.4,/in/movie/kadak-singh,Zee5
Jehanabad - Of Love & War,2023,6.8,/in/tv-show/jehanabad-of-love-and-war,Sony Liv
Mansion 24,2023,4.7,/in/tv-show/mansion-24,Hotstar
My Name Is Khan,2010,7.9,/in/movie/my-name-is-khan,
Keedaa Cola,2023,8.1,/in/movie/keedaa-cola,aha
Un Amor,2023,7.0,/in/movie/un-amor,
Miracle Workers,2019,7.1,/in/tv-show/miracle-workers,
Gangs of London,2020,8.0,/in/tv-show/gangs-of-london,Lionsgate Play
The Chelsea Detective,2022,7.4,/in/tv-show/the-chelsea-detective,
Charitraheen,2018,5.0,/in/tv-show/charitraheen,Hoichoi
Baby,2023,7.2,/in/movie/baby-2023,aha
Bhagavanth Kesari,2023,6.3,/in/movie/nbk-108,"Amazon Prime Video, Amazon Video"
Belgravia,2020,7.5,/in/tv-show/belgravia,Jio Cinema
Avatar: The Last Airbender,2024,,/in/tv-show/avatar-the-last-airbender,
J-Style Trip,2020,5.0,/in/tv-show/j-style-trip,Netflix
Top Gear,2002,8.7,/in/tv-show/top-gear,Discovery+
Scream Queens,2015,7.1,/in/tv-show/scream-queens,
Kingdom,2019,8.3,/in/tv-show/kingdom,Netflix
Mr Bates vs The Post Office,2024,8.7,/in/tv-show/mr-bates-vs-the-post-office,
Boston Legal,2004,8.5,/in/tv-show/boston-legal,Hotstar
Emily in Paris,2020,6.9,/in/tv-show/emily-in-paris,Netflix
Faadu,2022,,/in/tv-show/faadu,Sony Liv
Love,2015,6.1,/in/movie/love-2015,
Villager News: War,2019,6.5,/in/movie/war-2019,"Amazon Prime Video, Amazon Video, Apple TV"
Business Proposal,2022,8.1,/in/tv-show/a-business-proposal,Netflix
Doom Patrol,2019,7.8,/in/tv-show/doom-patrol,Amazon Prime Video
The Great Gatsby,2013,7.2,/in/movie/the-great-gatsby,"Amazon Prime Video, Google Play Movies, Apple TV"
Knight Rider,1982,6.9,/in/tv-show/knight-rider,
Fullmetal Alchemist: Brotherhood,2009,9.1,/in/tv-show/fullmetal-alchemist-brotherhood,Crunchyroll
Poker Face,2023,7.8,/in/tv-show/poker-face,Jio Cinema
The Good Place,2016,8.2,/in/tv-show/the-good-place,Netflix
Four More Shots Please,2019,5.8,/in/tv-show/four-more-shots-please,Amazon Prime Video
Knives Out,2019,7.9,/in/movie/knives-out,"Lionsgate Play, Apple TV, Apple TV"
Constantine,2005,7.0,/in/movie/constantine,"Netflix, Amazon Video, Apple TV"
Cobra Kai,2018,8.5,/in/tv-show/cobra-kai,Netflix
Futurama,1999,8.5,/in/tv-show/futurama,Hotstar
Maaveeran,2023,7.4,/in/movie/maaveeran-2023,"Amazon Prime Video, Amazon Video"
Godzilla vs. Kong,2021,6.3,/in/movie/godzilla-vs-kong,"Amazon Prime Video, Amazon Video, Apple TV"
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,,/in/movie/teenage-mutant-ninja-turtles-the-next-chapter,"Amazon Prime Video, Amazon Video, Apple TV"
Scavengers Reign,2023,8.7,/in/tv-show/scavengers-reign,
LOL: Last One Laughing Netherlands,2023,6.8,/in/tv-show/lol-last-one-laughing-netherlands,Amazon Prime Video
Laapataa Ladies,2024,8.9,/in/movie/laapataa-ladies,
Bekaboo,2023,5.8,/in/tv-show/uncontrollable,Jio Cinema
Elementary,2012,7.9,/in/tv-show/elementary,
Gilmore Girls,2000,8.2,/in/tv-show/gilmore-girls,Netflix
Virupaksha,2023,7.2,/in/movie/virupaksha,Netflix
Adipurush,2023,3.2,/in/movie/adipurush,"Netflix, Amazon Video"
What We Do in the Shadows,2019,8.6,/in/tv-show/what-we-do-in-the-shadows,Hotstar
Miller's Girl,2024,5.5,/in/movie/millers-girl,
Sesham Mike-il Fathima,2023,6.2,/in/movie/sesham-mikeil-fathima,Netflix
Udal,2022,6.4,/in/movie/udal,
Code M,2020,,/in/tv-show/code-m,Alt Balaji
May December,2023,6.9,/in/movie/may-december,
Black Clover,2017,8.3,/in/tv-show/black-clover,Netflix
The Wrong Way to Use Healing Magic,2024,,/in/tv-show/the-wrong-way-to-use-healing-magic,Crunchyroll
Grimm,2011,7.9,/in/tv-show/grimm,
The Fall,2013,8.1,/in/tv-show/the-fall,
Mumbai Diaries,2021,8.6,/in/tv-show/mumbai-diaries-26-11,Amazon Prime Video
Love Is in the Air,2020,7.3,/in/tv-show/you-knock-on-my-door,MX Player
Raël: The Alien Prophet,2024,6.5,/in/tv-show/rael-the-alien-prophet,Netflix
Mission Start Ab,2023,8.0,/in/tv-show/mission-start-ab,Amazon Prime Video
Parasite,2019,8.5,/in/movie/parasite,Sony Liv
The Traitors: UK,2022,8.8,/in/tv-show/the-traitors-uk,
Kabir Singh,2019,7.0,/in/movie/kabir-singh,Netflix
The Angel Next Door Spoils Me Rotten,2023,7.5,/in/tv-show/the-angel-next-door-spoils-me-rotten,
The Prestige,2006,8.5,/in/movie/the-prestige,"Google Play Movies, Apple TV"
Moon Knight,2022,7.3,/in/tv-show/moon-knight,Hotstar
Beyblade,2001,6.8,/in/tv-show/beyblade,Netflix
Lookism,2022,7.7,/in/tv-show/lookism,Netflix
Good Will Hunting,1997,8.3,/in/movie/good-will-hunting,"Netflix, Amazon Video"
Anne with an E,2017,8.6,/in/tv-show/anne,Netflix
Drive,2011,7.8,/in/movie/drive,
Paramporul,2023,7.1,/in/movie/paramporul,Amazon Prime Video
Scoop,2023,7.6,/in/tv-show/scoop-2023,Netflix
Ghost Adventures,2008,7.3,/in/tv-show/ghost-adventures,Discovery+
Smallville,2001,7.5,/in/tv-show/smallville,Amazon Prime Video
Abraham Ozler,2024,7.0,/in/movie/abraham-ozler,
The Matrix Resurrections,2021,5.7,/in/movie/the-matrix-resurrections,"Netflix, Amazon Video, Google Play Movies"
Utopia,2014,8.4,/in/tv-show/utopia,
Zack Snyder's Justice League,2021,7.9,/in/movie/zack-snyders-justice-league,"Amazon Video, Apple TV"
Fifty Shades Freed,2018,4.5,/in/movie/fifty-shades-freed,"Netflix, Hungama Play"
Pulp Fiction,1994,8.9,/in/movie/pulp-fiction,"Netflix, Amazon Video, Apple TV"
Monster,2004,8.7,/in/tv-show/monster,Netflix
Holy Family,2022,6.5,/in/tv-show/holy-family,Netflix
Never Kiss Your Best Friend,2020,7.7,/in/tv-show/never-kiss-your-best-friend,VI movies and tv
Hai Taubba,2021,4.3,/in/tv-show/hai-taubba,Alt Balaji
Gintama,2006,,/in/tv-show/gintama,Crunchyroll
MTV Splitsvilla,2008,3.9,/in/tv-show/mtv-splitsvilla,Voot
Mission Raniganj,2023,7.2,/in/movie/the-great-indian-rescue,Netflix
Dolittle,2020,5.6,/in/movie/the-voyage-of-doctor-dolittle,"Jio Cinema, Google Play Movies, Apple TV"
The Greatest Night in Pop,2024,8.0,/in/movie/the-greatest-night-in-pop,Netflix
Marco Polo,2014,8.0,/in/tv-show/marco-polo,Netflix
Mare of Easttown,2021,8.4,/in/tv-show/mare-of-easttown,Jio Cinema
The Gilded Age,2022,8.0,/in/tv-show/the-gilded-age,Jio Cinema
The X-Files,1993,8.6,/in/tv-show/the-x-files,
A Fish Called Wanda,1988,7.5,/in/movie/a-fish-called-wanda,"Amazon Prime Video, Amazon Video, Apple TV"
Leave No Trace,2018,7.1,/in/movie/leave-no-trace,"Netflix, Amazon Video, Apple TV"
All of Us Strangers,2023,8.0,/in/movie/all-of-us-strangers,
The Last Ship,2014,7.4,/in/tv-show/the-last-ship,Amazon Prime Video
Ghost,2016,3.8,/in/movie/ghost-2019,Amazon Prime Video
Mayday,2003,8.8,/in/tv-show/mayday,Hotstar
Power Book III: Raising Kanan,2021,7.7,/in/tv-show/power-book-iii-raising-kanan,Lionsgate Play
The Dark Knight Rises,2012,8.4,/in/movie/the-dark-knight-rises,"Netflix, Google Play Movies, Apple TV"
Secretary,2002,6.9,/in/movie/secretary,Lionsgate Play
Expend4bles,2023,4.8,/in/movie/the-expendables-4,Lionsgate Play
Gone Girl,2014,8.1,/in/movie/gone-girl,"Netflix, Apple TV, Apple TV"
Adhura,2023,6.6,/in/tv-show/adhura,Amazon Prime Video
Ek Jhoothi Love Story,2020,8.2,/in/tv-show/ek-jhoothi-love-story,MX Player
Doctor Stranger,2014,7.5,/in/tv-show/doctor-stranger,Netflix
No Country for Old Men,2007,8.2,/in/movie/no-country-for-old-men,"Amazon Prime Video, Amazon Video, Apple TV"
The Woman in the Wall,2023,7.2,/in/tv-show/the-woman-in-the-wall,
The Falcon and The Winter Soldier,2021,7.1,/in/tv-show/the-falcon-and-the-winter-soldier,Hotstar
Ra.One,2011,4.8,/in/movie/ra-one,"Zee5, Google Play Movies, Apple TV"
How to Get Away with Murder,2014,8.1,/in/tv-show/how-to-get-away-with-murder,Netflix
My Fault,2023,6.2,/in/movie/culpa-mia,Amazon Prime Video
Downton Abbey,2010,8.7,/in/tv-show/downton-abbey,Amazon Prime Video
Bosch,2015,8.5,/in/tv-show/bosch,Amazon Prime Video
Shazam! Fury of the Gods,2023,6.0,/in/movie/shazam-fury-of-the-gods,"Jio Cinema, Amazon Video, Google Play Movies"
Dominion: Prequel to The Exorcist,2005,5.1,/in/movie/dominion-prequel-to-the-exorcist,Netflix
Sicario,2015,7.7,/in/movie/sicario,"Lionsgate Play, Amazon Video"
Into the Wild,2007,8.1,/in/movie/into-the-wild,"Amazon Prime Video, Amazon Video, Google Play Movies"
Section 375,2019,8.1,/in/movie/section-375,"Amazon Prime Video, Amazon Video"
Sully,2016,7.4,/in/movie/sully,"Amazon Prime Video, Apple TV, Apple TV"
Bāhubali: The Beginning,2015,8.0,/in/movie/baahubali-the-beginning,"Netflix, Apple TV, Apple TV"
Vikram,2022,8.3,/in/movie/vikram-2021,Hotstar
RadhaKrishn,2018,,/in/tv-show/radhakrishn,Hotstar
Kung Fu Panda: The Dragon Knight,2022,6.0,/in/tv-show/kung-fu-panda-the-dragon-knight,Netflix
Sleep Call,2023,7.3,/in/movie/sleep-call,Amazon Prime Video
Memories of Murder,2003,8.1,/in/movie/memories-of-murder,
Priscilla,2023,6.7,/in/movie/priscilla,
Se7en,1995,8.6,/in/movie/se7en,"Amazon Video, Google Play Movies"
Archer,2009,8.6,/in/tv-show/archer,Netflix
The Hangover,2009,7.7,/in/movie/the-hangover,"Amazon Prime Video, Amazon Video, Apple TV"
Bose: Dead/Alive,2017,8.6,/in/tv-show/bose-dead-alive,Jio Cinema
Little Things,2016,8.2,/in/tv-show/little-things,Netflix
Brahmāstra Part One: Shiva,2022,5.6,/in/movie/brahmastra,Hotstar
The Rehearsal,2022,8.5,/in/tv-show/the-rehearsal,
Ratri Ke Yatri,2020,5.9,/in/tv-show/ratri-ke-yatri,Hungama Play
Bosch: Legacy,2022,8.5,/in/tv-show/bosch-legacy,Amazon Prime Video
Twilight,2008,5.3,/in/movie/twilight,"Jio Cinema, Apple TV, Apple TV"
Dungeons & Dragons: Honor Among Thieves,2023,7.3,/in/movie/dungeons-and-dragons-2023,"Amazon Prime Video, Amazon Video, Apple TV"
Maayon,2022,5.9,/in/movie/maayon,Amazon Prime Video
Special Ops 1.5: The Himmat Story,2021,8.3,/in/tv-show/special-ops-1-5-the-himmat-story,Hotstar
Mismatch,2018,4.6,/in/tv-show/mismatch,Jio Cinema
Happy Valley,2014,8.5,/in/tv-show/happy-valley,
The Glory,2022,8.1,/in/tv-show/the-glory,Netflix
Skanda: The Attacker,2023,4.2,/in/movie/boyapatirapo,Hotstar
Swamini,2019,6.6,/in/tv-show/swamini,Voot
School Friends,2023,6.2,/in/tv-show/school-friends,Amazon miniTV
Ms. Marvel,2022,6.3,/in/tv-show/ms-marvel,Hotstar
The Devil Inside,2012,4.2,/in/movie/the-devil-inside,"Netflix, Apple TV, Google Play Movies"
The Affair,2014,7.9,/in/tv-show/the-affair,Voot
Baarish,2019,7.9,/in/tv-show/baarish,Alt Balaji
Teri Baaton Mein Aisa Uljha Jiya,2024,7.4,/in/movie/untitled-shahid-kapoor-kriti-sanon-film,Bookmyshow
Virgin Bhasskar,2019,6.8,/in/tv-show/virgin-bhasskar,Alt Balaji
All the Queen's Men,2021,6.7,/in/tv-show/all-the-queens-men,
Arrow,2012,7.5,/in/tv-show/arrow,
Vaaranam Aayiram,2008,8.2,/in/movie/vaaranam-aayiram,Voot
Imlie,2020,3.5,/in/tv-show/imlie,
Auto Shankar,2019,6.8,/in/tv-show/auto-shankar,VI movies and tv
The Conjuring,2013,7.5,/in/movie/the-conjuring,"Amazon Prime Video, Apple TV, Apple TV"
Firefly,2002,9.0,/in/tv-show/firefly,
13 Reasons Why,2017,7.5,/in/tv-show/13-reasons-why,Netflix
Justice League,2001,8.6,/in/tv-show/justice-league,Netflix
Jujutsu Kaisen 0,2021,7.8,/in/movie/jujutsu-kaisen-0-the-movie,Amazon Prime Video
The Exorcist: Believer,2023,4.8,/in/movie/the-exorcist-2023,"Jio Cinema, Amazon Video, Apple TV"
True Beauty,2020,8.0,/in/tv-show/true-beauty,Netflix
History Hunter,2023,,/in/tv-show/history-hunter,Amazon Prime Video
You Are What You Eat: A Twin Experiment,2024,5.9,/in/tv-show/you-are-what-you-eat-a-twin-experiment,Netflix
Dilwale,2015,5.1,/in/movie/dilwale,"Netflix, Google Play Movies, Apple TV"
The Adventures of LLeo,2023,8.0,/in/tv-show/the-adventures-of-lleo,Amazon miniTV
Conjuring Kannappan,2023,6.1,/in/movie/conjuring-kannappan,Netflix
Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,/in/movie/fantastic-beasts-3,"Netflix, Amazon Video, Google Play Movies"
Breakout Kings,2011,7.2,/in/tv-show/breakout-kings,
Haikyu!!,2014,8.7,/in/tv-show/haikyu,Netflix
The Resident,2018,7.8,/in/tv-show/the-resident,Hotstar
Aadha Ishq,2022,6.0,/in/tv-show/aadha-ishq,Voot
9 Hours,2022,6.0,/in/tv-show/9-hours,Hotstar
This Is Us,2016,8.7,/in/tv-show/this-is-us,Amazon Prime Video
Damaged,2018,5.5,/in/tv-show/damaged,VI movies and tv
Yeh Kaali Kaali Ankhein,2022,7.0,/in/tv-show/these-black-black-eyes,Netflix
DARLING in the FRANXX,2018,7.3,/in/tv-show/darling-in-the-franxx,Crunchyroll
The Trial,2023,5.4,/in/tv-show/the-trial,Hotstar
The Handmaid's Tale,2017,8.4,/in/tv-show/the-handmaids-tale,
The Lord of the Rings: The Fellowship of the Ring,2001,8.9,/in/movie/the-lord-of-the-rings-the-fellowship-of-the-ring,"Amazon Prime Video, Amazon Video, Apple TV"
And Then There Were None,2015,7.8,/in/tv-show/and-then-there-were-none,
Hypnotic,2023,5.5,/in/movie/hypnotic-2023,Amazon Prime Video
Station 19,2018,7.0,/in/tv-show/station-19,Amazon Prime Video
Frosty the Snowman,1969,7.3,/in/movie/frosty-the-snowman,
Kong: Skull Island,2017,6.6,/in/movie/kong-skull-island,"Jio Cinema, Amazon Video, Apple TV"
CAT,2022,,/in/tv-show/cat,Netflix
The K2,2016,7.8,/in/tv-show/the-k2,MX Player
Undercover Billionaire,2019,7.6,/in/tv-show/undercover-billionaire,Discovery+
Hridayam,2022,8.1,/in/movie/hridayam,
American Gods,2017,7.6,/in/tv-show/american-gods,Amazon Prime Video
Gigolò per caso,2023,6.5,/in/tv-show/gigolo-per-caso,Amazon Prime Video
Level 1 Demon Lord & One Room Hero,2023,6.6,/in/tv-show/level-1-demon-lord-and-one-room-hero,Netflix
Saw X,2023,6.6,/in/movie/saw-x,"Lionsgate Play, Apple TV, Apple TV"
